idPersonal,idNews,qReaction,qClassification,qFirstEmotion,qSecondEmotion
288,17,LIKE,Neutral,DNA,do not recognize
289,17,DNA,DNA,DNA,DNA
290,17,DNA,DNA,DNA,DNA
291,17,DNA,DNA,DNA,DNA
292,17,DNA,DNA,DNA,DNA
293,17,LIKE,Positive,joy,surprise
294,17,LIKE,Neutral,DNA,do not recognize
295,17,DNA,DNA,DNA,DNA
296,17,DNA,DNA,DNA,DNA
297,17,LIKE,Neutral,DNA,do not recognize
298,17,LIKE,Positive,DNA,do not recognize
299,17,DNA,DNA,DNA,DNA
300,17,DNA,DNA,DNA,DNA
302,17,LIKE,Neutral,DNA,do not recognize
303,17,DNA,DNA,DNA,DNA
304,17,LIKE,Positive,surprise,DNA
305,17,LIKE,Neutral,DNA,do not recognize
306,17,DNA,DNA,DNA,DNA
307,17,DNA,DNA,DNA,DNA
308,17,DNA,DNA,DNA,DNA
309,17,LOVE,Positive,joy,DNA
310,17,DNA,DNA,DNA,DNA
311,17,HAHA,Neutral,DNA,do not recognize
312,17,LIKE,Neutral,DNA,do not recognize
313,17,LOVE,Positive,joy,DNA
314,17,LIKE,Neutral,DNA,do not recognize
315,17,WOW,Positive,joy,surprise
316,17,DNA,DNA,DNA,DNA
317,17,LOVE,Positive,joy,surprise
318,17,DNA,DNA,DNA,DNA
319,17,DNA,DNA,DNA,DNA
321,17,DNA,DNA,DNA,DNA
322,17,LIKE,Positive,joy,DNA
323,17,LIKE,Neutral,DNA,do not recognize
324,17,DNA,DNA,DNA,DNA
325,17,LIKE,Positive,DNA,do not recognize
326,17,LIKE,Positive,DNA,do not recognize
327,17,DNA,DNA,DNA,DNA
328,17,DNA,DNA,DNA,DNA
329,17,DNA,DNA,DNA,DNA
330,17,DNA,DNA,DNA,DNA
331,17,LIKE,Positive,joy,surprise
332,17,DNA,DNA,DNA,DNA
333,17,LOVE,Positive,joy,DNA
334,17,DNA,DNA,DNA,DNA
335,17,LIKE,Neutral,joy,DNA
336,17,DNA,DNA,DNA,DNA
337,17,DNA,DNA,DNA,DNA
338,17,DNA,DNA,DNA,DNA
339,17,DNA,DNA,DNA,DNA
340,17,DNA,DNA,DNA,DNA
341,17,DNA,DNA,DNA,DNA
342,17,DNA,DNA,DNA,DNA
343,17,DNA,DNA,DNA,DNA
344,17,LIKE,Positive,joy,DNA
346,17,WOW,Neutral,surprise,DNA
347,17,LIKE,Neutral,DNA,do not recognize
348,17,LIKE,Neutral,DNA,do not recognize
350,17,DNA,DNA,DNA,DNA
351,17,LIKE,Neutral,DNA,do not recognize
352,17,DNA,DNA,DNA,DNA
353,17,LIKE,Neutral,DNA,do not recognize
354,17,DNA,DNA,DNA,DNA
355,17,WOW,Neutral,DNA,do not recognize
356,17,WOW,Neutral,joy,surprise
357,17,DNA,DNA,DNA,DNA
358,17,DNA,DNA,DNA,DNA
359,17,DNA,DNA,DNA,DNA
360,17,LIKE,Neutral,surprise,DNA
361,17,DNA,DNA,DNA,DNA
362,17,DNA,DNA,DNA,DNA
363,17,LIKE,Positive,DNA,do not recognize
364,17,LIKE,Neutral,DNA,do not recognize
365,17,DNA,DNA,DNA,DNA
366,17,LIKE,Positive,DNA,do not recognize
367,17,DNA,DNA,DNA,DNA
368,17,LIKE,Neutral,DNA,do not recognize
369,17,LIKE,Neutral,surprise,DNA
370,17,DNA,DNA,DNA,DNA
371,17,DNA,DNA,DNA,DNA
372,17,DNA,DNA,DNA,DNA
373,17,DNA,DNA,DNA,DNA
374,17,DNA,DNA,DNA,DNA
375,17,DNA,DNA,DNA,DNA
376,17,WOW,Positive,joy,DNA
377,17,DNA,DNA,DNA,DNA
378,17,DNA,DNA,DNA,DNA
379,17,DNA,DNA,DNA,DNA
380,17,DNA,DNA,DNA,DNA
381,17,DNA,DNA,DNA,DNA
382,17,DNA,DNA,DNA,DNA
383,17,WOW,Neutral,joy,surprise
384,17,DNA,DNA,DNA,DNA
385,17,DNA,DNA,DNA,DNA
386,17,DNA,DNA,DNA,DNA
387,17,DNA,DNA,DNA,DNA
388,17,WOW,Positive,surprise,DNA
389,17,DNA,DNA,DNA,DNA
390,17,DNA,DNA,DNA,DNA
391,17,DNA,DNA,DNA,DNA
392,17,LIKE,Positive,surprise,DNA
393,17,LIKE,Neutral,DNA,do not recognize
394,17,DNA,DNA,DNA,DNA
395,17,LIKE,Positive,joy,DNA
396,17,DNA,DNA,DNA,DNA
397,17,DNA,DNA,DNA,DNA
398,17,DNA,DNA,DNA,DNA
399,17,LIKE,Neutral,DNA,do not recognize
400,17,LIKE,Positive,joy,surprise
402,17,DNA,DNA,DNA,DNA
403,17,DNA,DNA,DNA,DNA
404,17,LIKE,Neutral,DNA,do not recognize
405,17,DNA,DNA,DNA,DNA
407,17,DNA,DNA,DNA,DNA
408,17,DNA,DNA,DNA,DNA
409,17,LIKE,Positive,DNA,do not recognize
410,17,DNA,DNA,DNA,DNA
411,17,LIKE,Neutral,DNA,do not recognize
412,17,DNA,DNA,DNA,DNA
413,17,LIKE,Positive,DNA,do not recognize
414,17,DNA,DNA,DNA,DNA
415,17,LOVE,Positive,joy,surprise
416,17,DNA,DNA,DNA,DNA
417,17,DNA,DNA,DNA,DNA
418,17,LIKE,Positive,DNA,do not recognize
419,17,LIKE,Positive,DNA,do not recognize
420,17,LIKE,Positive,surprise,DNA
421,17,DNA,DNA,DNA,DNA
422,17,DNA,DNA,DNA,DNA
423,17,DNA,DNA,DNA,DNA
424,17,DNA,DNA,DNA,DNA
425,17,DNA,DNA,DNA,DNA
426,17,LIKE,Positive,joy,DNA
427,17,DNA,DNA,DNA,DNA
428,17,DNA,DNA,DNA,DNA
429,17,LIKE,Neutral,DNA,do not recognize
430,17,LIKE,Neutral,DNA,do not recognize
431,17,LIKE,Positive,joy,surprise
432,17,DNA,DNA,DNA,DNA
433,17,LOVE,Positive,joy,surprise
434,17,LIKE,Positive,joy,DNA
435,17,DNA,DNA,DNA,DNA
436,17,DNA,DNA,DNA,DNA
437,17,DNA,DNA,DNA,DNA
438,17,LIKE,Positive,DNA,do not recognize
439,17,LIKE,Neutral,DNA,do not recognize
440,17,LIKE,Positive,surprise,DNA
441,17,LIKE,Positive,DNA,do not recognize
442,17,LIKE,Neutral,DNA,do not recognize
444,17,DNA,DNA,DNA,DNA
445,17,WOW,Positive,joy,surprise
446,17,LIKE,Positive,joy,DNA
447,17,DNA,DNA,DNA,DNA
448,17,DNA,DNA,DNA,DNA
449,17,LIKE,Neutral,DNA,do not recognize
450,17,DNA,DNA,DNA,DNA
452,17,DNA,DNA,DNA,DNA
453,17,LOVE,Positive,surprise,DNA
454,17,DNA,DNA,DNA,DNA
455,17,DNA,DNA,DNA,DNA
456,17,DNA,DNA,DNA,DNA
457,17,DNA,DNA,DNA,DNA
458,17,WOW,Positive,surprise,DNA
459,17,DNA,DNA,DNA,DNA
460,17,DNA,DNA,DNA,DNA
461,17,DNA,DNA,DNA,DNA
462,17,DNA,DNA,DNA,DNA
463,17,DNA,DNA,DNA,DNA
464,17,LIKE,Neutral,DNA,do not recognize
465,17,LIKE,Neutral,DNA,do not recognize
466,17,DNA,DNA,DNA,DNA
467,17,LIKE,Negative,DNA,do not recognize
468,17,WOW,Neutral,joy,DNA
469,17,LIKE,Neutral,joy,surprise
470,17,DNA,DNA,DNA,DNA
471,17,LIKE,Positive,joy,DNA
472,17,LIKE,Neutral,DNA,do not recognize
473,17,WOW,Positive,joy,surprise
474,17,LIKE,Neutral,DNA,do not recognize
475,17,DNA,DNA,DNA,DNA
476,17,LIKE,Positive,surprise,DNA
477,17,DNA,DNA,DNA,DNA
478,17,DNA,DNA,DNA,DNA
479,17,DNA,DNA,DNA,DNA
480,17,DNA,DNA,DNA,DNA
481,17,LIKE,Positive,joy,DNA
482,17,LIKE,Positive,joy,DNA
483,17,LIKE,Neutral,joy,surprise
484,17,LIKE,Neutral,DNA,do not recognize
485,17,WOW,Positive,surprise,DNA
486,17,LIKE,Neutral,DNA,do not recognize
487,17,DNA,DNA,DNA,DNA
488,17,LIKE,Neutral,surprise,DNA
489,17,DNA,DNA,DNA,DNA
490,17,DNA,DNA,DNA,DNA
491,17,DNA,DNA,DNA,DNA
492,17,LIKE,Positive,joy,DNA
493,17,LIKE,Neutral,surprise,DNA
494,17,DNA,DNA,DNA,DNA
495,17,DNA,DNA,DNA,DNA
496,17,DNA,DNA,DNA,DNA
497,17,LIKE,Positive,joy,DNA
498,17,LIKE,Positive,DNA,do not recognize
499,17,LIKE,Neutral,DNA,do not recognize
500,17,LIKE,Neutral,joy,DNA
501,17,LOVE,Positive,joy,DNA
502,17,LIKE,Positive,joy,DNA
503,17,DNA,DNA,DNA,DNA
504,17,LIKE,Positive,DNA,do not recognize
505,17,DNA,DNA,DNA,DNA
506,17,DNA,DNA,DNA,DNA
507,17,DNA,DNA,DNA,DNA
508,17,LIKE,Neutral,DNA,do not recognize
509,17,DNA,DNA,DNA,DNA
510,17,DNA,DNA,DNA,DNA
511,17,DNA,DNA,DNA,DNA
512,17,DNA,DNA,DNA,DNA
513,17,DNA,DNA,DNA,DNA
514,17,DNA,DNA,DNA,DNA
515,17,DNA,DNA,DNA,DNA
516,17,LOVE,Positive,joy,DNA
517,17,WOW,Positive,joy,DNA
518,17,WOW,Positive,joy,DNA
519,17,LIKE,Positive,joy,DNA
520,17,DNA,DNA,DNA,DNA
521,17,DNA,DNA,DNA,DNA
522,17,DNA,DNA,DNA,DNA
523,17,DNA,DNA,DNA,DNA
524,17,LIKE,Positive,joy,DNA
525,17,LIKE,Positive,surprise,DNA
526,17,LIKE,Neutral,surprise,DNA
527,17,DNA,DNA,DNA,DNA
528,17,DNA,DNA,DNA,DNA
529,17,LIKE,Positive,DNA,do not recognize
530,17,DNA,DNA,DNA,DNA
531,17,WOW,Neutral,DNA,do not recognize
532,17,DNA,DNA,DNA,DNA
533,17,DNA,DNA,DNA,DNA
534,17,DNA,DNA,DNA,DNA
535,17,LIKE,Neutral,DNA,do not recognize
536,17,LIKE,Neutral,DNA,do not recognize
537,17,LIKE,Positive,joy,DNA
538,17,DNA,DNA,DNA,DNA
539,17,DNA,DNA,DNA,DNA
540,17,LIKE,Neutral,DNA,do not recognize
541,17,DNA,DNA,DNA,DNA
542,17,LIKE,Neutral,DNA,do not recognize
543,17,LIKE,Positive,joy,DNA
544,17,DNA,DNA,DNA,DNA
545,17,DNA,DNA,DNA,DNA
546,17,DNA,DNA,DNA,DNA
547,17,LIKE,Neutral,DNA,do not recognize
548,17,DNA,DNA,DNA,DNA
549,17,DNA,DNA,DNA,DNA
550,17,DNA,DNA,DNA,DNA
551,17,DNA,DNA,DNA,DNA
552,17,DNA,DNA,DNA,DNA
554,17,DNA,DNA,DNA,DNA
555,17,DNA,DNA,DNA,DNA
556,17,DNA,DNA,DNA,DNA
557,17,DNA,DNA,DNA,DNA
558,17,WOW,Positive,surprise,DNA
559,17,DNA,DNA,DNA,DNA
560,17,DNA,DNA,DNA,DNA
561,17,LIKE,Neutral,DNA,do not recognize
562,17,LOVE,Positive,joy,DNA
563,17,LOVE,Positive,joy,DNA
564,17,LIKE,Neutral,DNA,do not recognize
565,17,DNA,DNA,DNA,DNA
566,17,DNA,DNA,DNA,DNA
567,17,DNA,DNA,DNA,DNA
568,17,DNA,DNA,DNA,DNA
569,17,DNA,DNA,DNA,DNA
570,17,LIKE,Positive,joy,DNA
571,17,DNA,DNA,DNA,DNA
572,17,LIKE,Positive,joy,DNA
573,17,DNA,DNA,DNA,DNA
574,17,LIKE,Neutral,DNA,do not recognize
575,17,DNA,DNA,DNA,DNA
576,17,DNA,DNA,DNA,DNA
577,17,LIKE,Neutral,DNA,do not recognize
578,17,DNA,DNA,DNA,DNA
579,17,DNA,DNA,DNA,DNA
580,17,DNA,DNA,DNA,DNA
581,17,WOW,Positive,DNA,do not recognize
582,17,LIKE,Neutral,surprise,DNA
583,17,DNA,DNA,DNA,DNA
584,17,DNA,DNA,DNA,DNA
585,17,HAHA,Positive,joy,DNA
586,17,DNA,DNA,DNA,DNA
587,17,LIKE,Positive,surprise,DNA
588,17,DNA,DNA,DNA,DNA
589,17,LIKE,Neutral,DNA,do not recognize
590,17,DNA,DNA,DNA,DNA
591,17,LIKE,Neutral,joy,DNA
592,17,DNA,DNA,DNA,DNA
593,17,DNA,DNA,DNA,DNA
594,17,DNA,DNA,DNA,DNA
595,17,WOW,Positive,surprise,DNA
596,17,DNA,DNA,DNA,DNA
597,17,LOVE,Positive,joy,DNA
598,17,DNA,DNA,DNA,DNA
599,17,DNA,DNA,DNA,DNA
600,17,DNA,DNA,DNA,DNA
601,17,DNA,DNA,DNA,DNA
602,17,LIKE,Neutral,DNA,do not recognize
603,17,WOW,Positive,joy,surprise
604,17,LIKE,Positive,surprise,DNA
605,17,LIKE,Neutral,DNA,do not recognize
606,17,DNA,DNA,DNA,DNA
607,17,LIKE,Neutral,DNA,do not recognize
608,17,DNA,DNA,DNA,DNA
609,17,DNA,DNA,DNA,DNA
610,17,DNA,DNA,DNA,DNA
611,17,DNA,DNA,DNA,DNA
612,17,DNA,DNA,DNA,DNA
613,17,DNA,DNA,DNA,DNA
614,17,LIKE,Positive,joy,DNA
615,17,LIKE,Neutral,joy,DNA
616,17,DNA,DNA,DNA,DNA
617,17,DNA,DNA,DNA,DNA
618,17,LIKE,Positive,joy,do not recognize
619,17,DNA,DNA,DNA,DNA
620,17,LIKE,Neutral,DNA,do not recognize
621,17,DNA,DNA,DNA,DNA
622,17,WOW,Positive,joy,surprise
623,17,LOVE,Positive,joy,DNA
624,17,DNA,DNA,DNA,DNA
625,17,LIKE,Neutral,surprise,DNA
626,17,DNA,DNA,DNA,DNA
627,17,DNA,DNA,DNA,DNA
628,17,LIKE,Positive,joy,DNA
629,17,LIKE,Neutral,DNA,do not recognize
630,17,DNA,DNA,DNA,DNA
631,17,DNA,DNA,DNA,DNA
632,17,LIKE,Positive,DNA,do not recognize
633,17,LIKE,Positive,DNA,do not recognize
634,17,DNA,DNA,DNA,DNA
635,17,WOW,Positive,surprise,DNA
637,17,LIKE,Positive,joy,DNA
639,17,DNA,DNA,DNA,DNA
640,17,LIKE,Neutral,joy,DNA
641,17,DNA,DNA,DNA,DNA
642,17,DNA,DNA,DNA,DNA
643,17,SAD,Neutral,DNA,do not recognize
644,17,LIKE,Positive,joy,DNA
645,17,DNA,DNA,DNA,DNA
646,17,LIKE,Negative,joy,surprise
647,17,DNA,DNA,DNA,DNA
648,17,LIKE,Positive,joy,surprise
649,17,DNA,DNA,DNA,DNA
650,17,DNA,DNA,DNA,DNA
651,17,LOVE,Positive,joy,DNA
652,17,DNA,DNA,DNA,DNA
653,17,DNA,DNA,DNA,DNA
654,17,LIKE,Positive,joy,DNA
655,17,LIKE,Neutral,DNA,do not recognize
656,17,DNA,DNA,DNA,DNA
657,17,DNA,DNA,DNA,DNA
658,17,LIKE,Neutral,DNA,do not recognize
659,17,DNA,DNA,DNA,DNA
660,17,LOVE,Positive,joy,DNA
661,17,DNA,DNA,DNA,DNA
662,17,DNA,DNA,DNA,DNA
663,17,LIKE,Positive,surprise,DNA
664,17,DNA,DNA,DNA,DNA
665,17,DNA,DNA,DNA,DNA
666,17,DNA,DNA,DNA,DNA
667,17,LIKE,Neutral,DNA,do not recognize
668,17,LIKE,Positive,joy,DNA
669,17,LIKE,Positive,surprise,DNA
670,17,DNA,DNA,DNA,DNA
671,17,LIKE,Positive,joy,surprise
672,17,LIKE,Neutral,joy,DNA
673,17,LOVE,Positive,DNA,do not recognize
674,17,LIKE,Neutral,DNA,do not recognize
675,17,LIKE,Neutral,DNA,do not recognize
676,17,DNA,DNA,DNA,DNA
677,17,DNA,DNA,DNA,DNA
678,17,DNA,DNA,DNA,DNA
679,17,DNA,DNA,DNA,DNA
680,17,DNA,DNA,DNA,DNA
681,17,DNA,DNA,DNA,DNA
682,17,WOW,Positive,surprise,DNA
683,17,LIKE,Positive,surprise,DNA
684,17,LIKE,Neutral,DNA,do not recognize
685,17,DNA,DNA,DNA,DNA
686,17,LIKE,Neutral,DNA,do not recognize
687,17,LIKE,Neutral,DNA,do not recognize
688,17,DNA,DNA,DNA,DNA
689,17,DNA,DNA,DNA,DNA
691,17,WOW,Positive,joy,DNA
692,17,LIKE,Neutral,DNA,do not recognize
693,17,LIKE,Positive,joy,DNA
694,17,LIKE,Positive,joy,surprise
695,17,DNA,DNA,DNA,DNA
696,17,DNA,DNA,DNA,DNA
697,17,DNA,DNA,DNA,DNA
698,17,DNA,DNA,DNA,DNA
699,17,DNA,DNA,DNA,DNA
700,17,DNA,DNA,DNA,DNA
701,17,DNA,DNA,DNA,DNA
702,17,WOW,Positive,joy,surprise
703,17,DNA,DNA,DNA,DNA
704,17,LIKE,Positive,surprise,DNA
705,17,LOVE,Positive,joy,DNA
285,18,WOW,Negative,fear,surprise
286,18,ANGRY,Negative,disgust,DNA
287,18,DNA,DNA,DNA,DNA
288,18,WOW,Negative,fear,DNA
289,18,DNA,DNA,DNA,DNA
290,18,DNA,DNA,DNA,DNA
291,18,DNA,DNA,DNA,DNA
292,18,DNA,DNA,DNA,DNA
293,18,WOW,Neutral,surprise,DNA
294,18,WOW,Negative,fear,DNA
295,18,DNA,DNA,DNA,DNA
296,18,DNA,DNA,DNA,DNA
297,18,ANGRY,Negative,anger,DNA
298,18,LIKE,Neutral,DNA,do not recognize
299,18,DNA,DNA,DNA,DNA
300,18,DNA,DNA,DNA,DNA
302,18,ANGRY,Negative,sadness,anger
303,18,DNA,DNA,DNA,DNA
304,18,WOW,Negative,joy,surprise
305,18,DNA,Neutral,DNA,do not recognize
306,18,DNA,DNA,DNA,DNA
307,18,DNA,DNA,DNA,DNA
308,18,DNA,DNA,DNA,DNA
309,18,HAHA,Neutral,surprise,DNA
310,18,DNA,DNA,DNA,DNA
311,18,WOW,Neutral,surprise,DNA
312,18,HAHA,Neutral,surprise,DNA
313,18,HAHA,Neutral,DNA,do not recognize
314,18,HAHA,Neutral,surprise,DNA
315,18,ANGRY,Negative,anger,surprise
316,18,DNA,DNA,DNA,DNA
317,18,WOW,Negative,surprise,DNA
318,18,DNA,DNA,DNA,DNA
319,18,DNA,DNA,DNA,DNA
321,18,DNA,DNA,DNA,DNA
322,18,ANGRY,Negative,anger,DNA
323,18,ANGRY,Negative,sadness,DNA
324,18,DNA,DNA,DNA,DNA
325,18,LIKE,Neutral,fear,DNA
326,18,WOW,Negative,surprise,DNA
327,18,DNA,DNA,DNA,DNA
328,18,DNA,DNA,DNA,DNA
329,18,DNA,DNA,DNA,DNA
330,18,DNA,DNA,DNA,DNA
331,18,WOW,Neutral,fear,DNA
332,18,DNA,DNA,DNA,DNA
333,18,DNA,DNA,DNA,DNA
334,18,DNA,DNA,DNA,DNA
335,18,WOW,Neutral,surprise,DNA
336,18,DNA,DNA,DNA,DNA
337,18,DNA,DNA,DNA,DNA
338,18,DNA,DNA,DNA,DNA
339,18,DNA,DNA,DNA,DNA
340,18,DNA,DNA,DNA,DNA
341,18,DNA,DNA,DNA,DNA
342,18,DNA,DNA,DNA,DNA
343,18,DNA,DNA,DNA,DNA
344,18,ANGRY,Neutral,fear,DNA
346,18,ANGRY,Positive,anger,fear
347,18,ANGRY,Negative,anger,DNA
348,18,ANGRY,Negative,anger,surprise
350,18,DNA,DNA,DNA,DNA
351,18,HAHA,Neutral,DNA,do not recognize
352,18,DNA,DNA,DNA,DNA
353,18,WOW,Negative,surprise,DNA
354,18,DNA,DNA,DNA,DNA
355,18,ANGRY,Neutral,fear,surprise
356,18,ANGRY,Negative,DNA,do not recognize
357,18,DNA,DNA,DNA,DNA
358,18,DNA,DNA,DNA,DNA
359,18,DNA,DNA,DNA,DNA
360,18,WOW,Neutral,surprise,DNA
361,18,DNA,DNA,DNA,DNA
362,18,DNA,DNA,DNA,DNA
363,18,HAHA,Neutral,DNA,do not recognize
364,18,LIKE,Neutral,DNA,do not recognize
365,18,DNA,DNA,DNA,DNA
366,18,LIKE,Neutral,DNA,do not recognize
367,18,DNA,DNA,DNA,DNA
368,18,LIKE,Negative,sadness,surprise
369,18,LIKE,Neutral,surprise,DNA
370,18,DNA,DNA,DNA,DNA
371,18,DNA,DNA,DNA,DNA
372,18,DNA,DNA,DNA,DNA
373,18,DNA,DNA,DNA,DNA
374,18,DNA,DNA,DNA,DNA
375,18,DNA,DNA,DNA,DNA
376,18,ANGRY,Negative,anger,DNA
377,18,DNA,DNA,DNA,DNA
378,18,DNA,DNA,DNA,DNA
379,18,DNA,DNA,DNA,DNA
380,18,DNA,DNA,DNA,DNA
381,18,DNA,DNA,DNA,DNA
382,18,DNA,DNA,DNA,DNA
383,18,LIKE,Neutral,DNA,do not recognize
384,18,DNA,DNA,DNA,DNA
385,18,DNA,DNA,DNA,DNA
386,18,DNA,DNA,DNA,DNA
387,18,DNA,DNA,DNA,DNA
388,18,ANGRY,Negative,anger,DNA
389,18,DNA,DNA,DNA,DNA
390,18,DNA,DNA,DNA,DNA
391,18,DNA,DNA,DNA,DNA
392,18,WOW,Positive,surprise,DNA
393,18,ANGRY,Negative,anger,DNA
394,18,DNA,DNA,DNA,DNA
395,18,LIKE,Neutral,surprise,DNA
396,18,DNA,DNA,DNA,DNA
397,18,DNA,DNA,DNA,DNA
398,18,DNA,DNA,DNA,DNA
399,18,LIKE,Neutral,DNA,do not recognize
400,18,LIKE,Negative,surprise,DNA
402,18,DNA,DNA,DNA,DNA
403,18,DNA,DNA,DNA,DNA
404,18,ANGRY,Neutral,DNA,do not recognize
405,18,DNA,DNA,DNA,DNA
407,18,DNA,DNA,DNA,DNA
408,18,DNA,DNA,DNA,DNA
409,18,WOW,Negative,surprise,DNA
410,18,DNA,DNA,DNA,DNA
411,18,HAHA,Positive,surprise,DNA
412,18,DNA,DNA,DNA,DNA
413,18,HAHA,Positive,surprise,DNA
414,18,DNA,DNA,DNA,DNA
415,18,ANGRY,Negative,disgust,DNA
416,18,DNA,DNA,DNA,DNA
417,18,DNA,DNA,DNA,DNA
418,18,ANGRY,Negative,anger,DNA
419,18,ANGRY,Neutral,DNA,do not recognize
420,18,LIKE,Neutral,surprise,DNA
421,18,DNA,DNA,DNA,DNA
422,18,DNA,DNA,DNA,DNA
423,18,DNA,DNA,DNA,DNA
424,18,DNA,DNA,DNA,DNA
425,18,DNA,DNA,DNA,DNA
426,18,ANGRY,Negative,sadness,DNA
427,18,DNA,DNA,DNA,DNA
428,18,DNA,DNA,DNA,DNA
429,18,LIKE,Negative,DNA,do not recognize
430,18,DNA,DNA,DNA,DNA
431,18,LIKE,Neutral,surprise,DNA
432,18,DNA,DNA,DNA,DNA
433,18,HAHA,Positive,fear,do not recognize
434,18,HAHA,Positive,surprise,DNA
435,18,DNA,DNA,DNA,DNA
436,18,DNA,DNA,DNA,DNA
437,18,DNA,DNA,DNA,DNA
438,18,WOW,Negative,fear,surprise
439,18,HAHA,Neutral,surprise,DNA
440,18,ANGRY,Negative,anger,DNA
441,18,WOW,Neutral,surprise,DNA
442,18,ANGRY,Neutral,DNA,do not recognize
444,18,DNA,DNA,DNA,DNA
445,18,WOW,Neutral,fear,surprise
446,18,ANGRY,Neutral,DNA,do not recognize
447,18,DNA,DNA,DNA,DNA
448,18,DNA,DNA,DNA,DNA
449,18,ANGRY,Negative,surprise,DNA
450,18,DNA,DNA,DNA,DNA
452,18,DNA,DNA,DNA,DNA
453,18,WOW,Neutral,surprise,DNA
454,18,DNA,DNA,DNA,DNA
455,18,DNA,DNA,DNA,DNA
456,18,DNA,DNA,DNA,DNA
457,18,DNA,DNA,DNA,DNA
458,18,ANGRY,Negative,anger,DNA
459,18,DNA,DNA,DNA,DNA
460,18,DNA,DNA,DNA,DNA
461,18,DNA,DNA,DNA,DNA
462,18,DNA,DNA,DNA,DNA
463,18,DNA,DNA,DNA,DNA
464,18,ANGRY,Positive,anger,DNA
465,18,ANGRY,Negative,anger,DNA
466,18,DNA,DNA,DNA,DNA
467,18,DNA,DNA,DNA,DNA
468,18,ANGRY,Negative,anger,DNA
469,18,LIKE,Neutral,DNA,do not recognize
470,18,DNA,DNA,DNA,DNA
471,18,LIKE,Neutral,DNA,do not recognize
472,18,LIKE,Neutral,DNA,do not recognize
473,18,LIKE,Neutral,fear,do not recognize
474,18,ANGRY,Neutral,DNA,do not recognize
475,18,DNA,DNA,DNA,DNA
476,18,HAHA,Neutral,surprise,DNA
477,18,DNA,DNA,DNA,DNA
478,18,DNA,DNA,DNA,DNA
479,18,DNA,DNA,DNA,DNA
480,18,DNA,DNA,DNA,DNA
481,18,ANGRY,Negative,anger,DNA
482,18,SAD,Negative,surprise,DNA
483,18,WOW,Negative,fear,DNA
484,18,LIKE,Neutral,DNA,do not recognize
485,18,ANGRY,Negative,anger,DNA
486,18,LIKE,Negative,disgust,DNA
487,18,DNA,DNA,DNA,DNA
488,18,WOW,Neutral,surprise,DNA
489,18,DNA,DNA,DNA,DNA
490,18,DNA,DNA,DNA,DNA
491,18,DNA,DNA,DNA,DNA
492,18,ANGRY,Negative,fear,DNA
493,18,LIKE,Neutral,surprise,DNA
494,18,DNA,DNA,DNA,DNA
495,18,DNA,DNA,DNA,DNA
496,18,DNA,DNA,DNA,DNA
497,18,ANGRY,Negative,anger,DNA
498,18,WOW,Negative,DNA,do not recognize
499,18,DNA,DNA,DNA,DNA
500,18,WOW,Positive,surprise,DNA
501,18,LIKE,Neutral,surprise,DNA
502,18,WOW,Negative,fear,surprise
503,18,DNA,DNA,DNA,DNA
504,18,ANGRY,Negative,DNA,do not recognize
505,18,DNA,DNA,DNA,DNA
506,18,DNA,DNA,DNA,DNA
507,18,DNA,DNA,DNA,DNA
508,18,LIKE,Neutral,DNA,do not recognize
509,18,DNA,DNA,DNA,DNA
510,18,DNA,DNA,DNA,DNA
511,18,DNA,DNA,DNA,DNA
512,18,DNA,DNA,DNA,DNA
513,18,DNA,DNA,DNA,DNA
514,18,DNA,DNA,DNA,DNA
515,18,DNA,DNA,DNA,DNA
516,18,ANGRY,Negative,anger,DNA
517,18,ANGRY,Negative,anger,DNA
518,18,LIKE,Negative,DNA,do not recognize
519,18,WOW,Neutral,surprise,DNA
520,18,DNA,DNA,DNA,DNA
521,18,DNA,DNA,DNA,DNA
522,18,DNA,DNA,DNA,DNA
523,18,DNA,DNA,DNA,DNA
524,18,LIKE,Neutral,DNA,do not recognize
525,18,HAHA,Neutral,fear,surprise
526,18,LIKE,Neutral,surprise,DNA
527,18,DNA,DNA,DNA,DNA
528,18,DNA,DNA,DNA,DNA
529,18,WOW,Neutral,DNA,do not recognize
530,18,DNA,DNA,DNA,DNA
531,18,ANGRY,Negative,sadness,DNA
532,18,DNA,DNA,DNA,DNA
533,18,DNA,DNA,DNA,DNA
534,18,DNA,DNA,DNA,DNA
535,18,ANGRY,Negative,DNA,do not recognize
536,18,WOW,Neutral,surprise,DNA
537,18,LIKE,Negative,surprise,DNA
538,18,DNA,DNA,DNA,DNA
539,18,DNA,DNA,DNA,DNA
540,18,WOW,Positive,anger,surprise
541,18,DNA,DNA,DNA,DNA
542,18,LIKE,Positive,DNA,do not recognize
543,18,LIKE,Negative,anger,DNA
544,18,DNA,DNA,DNA,DNA
545,18,DNA,DNA,DNA,DNA
546,18,DNA,DNA,DNA,DNA
547,18,WOW,Neutral,DNA,do not recognize
548,18,DNA,DNA,DNA,DNA
549,18,DNA,DNA,DNA,DNA
550,18,DNA,DNA,DNA,DNA
551,18,DNA,DNA,DNA,DNA
552,18,DNA,DNA,DNA,DNA
554,18,DNA,DNA,DNA,DNA
555,18,DNA,DNA,DNA,DNA
556,18,DNA,DNA,DNA,DNA
557,18,DNA,DNA,DNA,DNA
558,18,ANGRY,Negative,anger,DNA
559,18,DNA,DNA,DNA,DNA
